# Hot-molecule IR emission spectrum  (trajectory-averaged local harmonic)
# # Traj dir: outputs/ir_mace_nm_dipole_anti_cis_300K  MACE: outputs/mace_wB97X_20260417/mace_model.pt
# # Dipole: outputs/ir_nm_pes_anti_cis_300K/dipole_surface.pkl
# # Stride: 300  N_samples: 500  FWHM: 15.0 cm-1
# # frequency_cm-1,intensity_normalized
3.870000000000000000e+02,3.003241140904726672e-02
3.880000000000000000e+02,2.937114301179446357e-02
3.890000000000000000e+02,2.890998051948892936e-02
3.900000000000000000e+02,2.864567952425609715e-02
3.910000000000000000e+02,2.857055272484048530e-02
3.920000000000000000e+02,2.867304365632845908e-02
3.930000000000000000e+02,2.893588193440452261e-02
3.940000000000000000e+02,2.933270157957726734e-02
3.950000000000000000e+02,2.982498326594347493e-02
3.960000000000000000e+02,3.036256115956570412e-02
3.970000000000000000e+02,3.089138987678014675e-02
3.980000000000000000e+02,3.136910698630387268e-02
3.990000000000000000e+02,3.178181215326690567e-02
4.000000000000000000e+02,3.215095163152984631e-02
4.010000000000000000e+02,3.252495108159358939e-02
4.020000000000000000e+02,3.296189234817462760e-02
4.030000000000000000e+02,3.351417806816212736e-02
4.040000000000000000e+02,3.422061340078171726e-02
4.050000000000000000e+02,3.510414403583966142e-02
4.060000000000000000e+02,3.617145380226393508e-02
4.070000000000000000e+02,3.741318897439488422e-02
4.080000000000000000e+02,3.880682509376143924e-02
4.090000000000000000e+02,4.032496294583743507e-02
4.100000000000000000e+02,4.194870024387988700e-02
4.110000000000000000e+02,4.368019980619506498e-02
4.120000000000000000e+02,4.554637895987809909e-02
4.130000000000000000e+02,4.759134733897565916e-02
4.140000000000000000e+02,4.986381429938031157e-02
4.150000000000000000e+02,5.240704399945691344e-02
4.160000000000000000e+02,5.525206852875667873e-02
4.170000000000000000e+02,5.840896559382843106e-02
4.180000000000000000e+02,6.185330229461524776e-02
4.190000000000000000e+02,6.551433441245733957e-02
4.200000000000000000e+02,6.928049305065546448e-02
4.210000000000000000e+02,7.303466192462117201e-02
4.220000000000000000e+02,7.671030234335594888e-02
4.230000000000000000e+02,8.033358185824768238e-02
4.240000000000000000e+02,8.401799003037585534e-02
4.250000000000000000e+02,8.791429693885917385e-02
4.260000000000000000e+02,9.215239843002721865e-02
4.270000000000000000e+02,9.680960523459750111e-02
4.280000000000000000e+02,1.019138811493454227e-01
4.290000000000000000e+02,1.074695233686787932e-01
4.300000000000000000e+02,1.134904994355516589e-01
4.310000000000000000e+02,1.200329620247139739e-01
4.320000000000000000e+02,1.272127792693824588e-01
4.330000000000000000e+02,1.351813269748595725e-01
4.340000000000000000e+02,1.440451034736796032e-01
4.350000000000000000e+02,1.537548091189600286e-01
4.360000000000000000e+02,1.640186905589535171e-01
4.370000000000000000e+02,1.742898352494059722e-01
4.380000000000000000e+02,1.838494742122699088e-01
4.390000000000000000e+02,1.919731783346913523e-01
4.400000000000000000e+02,1.981291769518410684e-01
4.410000000000000000e+02,2.021289061643479767e-01
4.420000000000000000e+02,2.041581952279618029e-01
4.430000000000000000e+02,2.046770522915243029e-01
4.440000000000000000e+02,2.042485285523139293e-01
4.450000000000000000e+02,2.033898032267590916e-01
4.460000000000000000e+02,2.025093816286826498e-01
4.470000000000000000e+02,2.019206884482664111e-01
4.480000000000000000e+02,2.018674144552107530e-01
4.490000000000000000e+02,2.025144231144032914e-01
4.500000000000000000e+02,2.039204693052342754e-01
4.510000000000000000e+02,2.060364136775466037e-01
4.520000000000000000e+02,2.087396946746644666e-01
4.530000000000000000e+02,2.118739516792783606e-01
4.540000000000000000e+02,2.152610354944938797e-01
4.550000000000000000e+02,2.186827328377543844e-01
4.560000000000000000e+02,2.218565255928832969e-01
4.570000000000000000e+02,2.244377589208738366e-01
4.580000000000000000e+02,2.260709546349200239e-01
4.590000000000000000e+02,2.264822388506473327e-01
4.600000000000000000e+02,2.255630527963354004e-01
4.610000000000000000e+02,2.233880624366541279e-01
4.620000000000000000e+02,2.201573611641386985e-01
4.630000000000000000e+02,2.161023470577819461e-01
4.640000000000000000e+02,2.114014641898234736e-01
4.650000000000000000e+02,2.061365100777007020e-01
4.660000000000000000e+02,2.003112717017744571e-01
4.670000000000000000e+02,1.939395406303859870e-01
4.680000000000000000e+02,1.871658206891195775e-01
4.690000000000000000e+02,1.803360365078774674e-01
4.700000000000000000e+02,1.739527528192129635e-01
4.710000000000000000e+02,1.685342550212151624e-01
4.720000000000000000e+02,1.644602689846653976e-01
4.730000000000000000e+02,1.618709621960119083e-01
4.740000000000000000e+02,1.606361331668487158e-01
4.750000000000000000e+02,1.603869150694572088e-01
4.760000000000000000e+02,1.606003809900747314e-01
4.770000000000000000e+02,1.607181308836519718e-01
4.780000000000000000e+02,1.602633820026777567e-01
4.790000000000000000e+02,1.589250540288805469e-01
4.800000000000000000e+02,1.566001249772639992e-01
4.810000000000000000e+02,1.533931682434592769e-01
4.820000000000000000e+02,1.495662541680171931e-01
4.830000000000000000e+02,1.454489748145375294e-01
4.840000000000000000e+02,1.413505109819342964e-01
4.850000000000000000e+02,1.375138994757039712e-01
4.860000000000000000e+02,1.341084772471941577e-01
4.870000000000000000e+02,1.312239060836764837e-01
4.880000000000000000e+02,1.288485747242265889e-01
4.890000000000000000e+02,1.268597323155668533e-01
4.900000000000000000e+02,1.250644387938827928e-01
4.910000000000000000e+02,1.232878054092264863e-01
4.920000000000000000e+02,1.214487296916292314e-01
4.930000000000000000e+02,1.195599853663023154e-01
4.940000000000000000e+02,1.176529470574716463e-01
4.950000000000000000e+02,1.156896282577981466e-01
4.960000000000000000e+02,1.135252363004366355e-01
4.970000000000000000e+02,1.109427230705202633e-01
4.980000000000000000e+02,1.077418774801529866e-01
4.990000000000000000e+02,1.038376767307691295e-01
5.000000000000000000e+02,9.930977838778527744e-02
5.010000000000000000e+02,9.437283439850766009e-02
5.020000000000000000e+02,8.929653001033918680e-02
5.030000000000000000e+02,8.433370051203954720e-02
5.040000000000000000e+02,7.968755581459911752e-02
5.050000000000000000e+02,7.550841318645336309e-02
5.060000000000000000e+02,7.189908015298343558e-02
5.070000000000000000e+02,6.891996928607926898e-02
5.080000000000000000e+02,6.659480541200306358e-02
5.090000000000000000e+02,6.491736363139349875e-02
5.100000000000000000e+02,6.385629740608976534e-02
5.110000000000000000e+02,6.335472003381104056e-02
5.120000000000000000e+02,6.332407235833494019e-02
5.130000000000000000e+02,6.363665442891879021e-02
5.140000000000000000e+02,6.412660590358840174e-02
5.150000000000000000e+02,6.461068134609872227e-02
5.160000000000000000e+02,6.493024472332825647e-02
5.170000000000000000e+02,6.499514226591790456e-02
5.180000000000000000e+02,6.479956125014825485e-02
5.190000000000000000e+02,6.439971201160520076e-02
5.200000000000000000e+02,6.387418453458063028e-02
5.210000000000000000e+02,6.329368456407319377e-02
5.220000000000000000e+02,6.270974573645922423e-02
5.230000000000000000e+02,6.215953735220169224e-02
5.240000000000000000e+02,6.168006796896956939e-02
5.250000000000000000e+02,6.131956375205891568e-02
5.260000000000000000e+02,6.113302643372562489e-02
5.270000000000000000e+02,6.116138597454338910e-02
5.280000000000000000e+02,6.140766911449394710e-02
5.290000000000000000e+02,6.182592658308728312e-02
5.300000000000000000e+02,6.233229095963730565e-02
5.310000000000000000e+02,6.283827805510576459e-02
5.320000000000000000e+02,6.329348232455100920e-02
5.330000000000000000e+02,6.371370750307829567e-02
5.340000000000000000e+02,6.417642460255834624e-02
5.350000000000000000e+02,6.478869178447245469e-02
